"idInvoice","creationDate","idCustomer","idSeller","lastDate"
187320,"2015-05-23 06:02:44.0000000",1696,5618,"2021-12-05 21:18:40.0000000"
187321,"2015-06-07 23:13:20.0000000",1696,5611,"2021-12-05 21:18:40.0000000"
187322,"2015-06-18 12:32:38.0000000",1696,5611,"2021-12-05 21:18:40.0000000"
187323,"2015-06-19 14:52:31.0000000",1696,5618,"2021-12-05 21:18:40.0000000"
187324,"2015-06-26 10:01:03.0000000",1696,5611,"2021-12-05 21:18:40.0000000"
187325,"2015-07-07 08:36:24.0000000",1696,5611,"2021-12-05 21:18:40.0000000"
187326,"2015-07-08 23:49:39.0000000",1696,5618,"2021-12-05 21:18:40.0000000"
187327,"2015-07-18 16:22:53.0000000",1696,5618,"2021-12-05 21:18:40.0000000"
187328,"2015-07-30 08:15:29.0000000",1696,5618,"2021-12-05 21:18:40.0000000"
187329,"2015-08-11 15:37:04.0000000",1696,5611,"2021-12-05 21:18:40.0000000"
187330,"2015-08-25 12:59:54.0000000",1696,5611,"2021-12-05 21:18:40.0000000"
187331,"2010-10-16 13:19:44.0000000",1702,5618,"2021-12-05 21:18:40.0000000"
187332,"2010-10-27 18:04:55.0000000",1702,5611,"2021-12-05 21:18:40.0000000"
187333,"2010-10-28 18:09:31.0000000",1702,5611,"2021-12-05 21:18:40.0000000"
187334,"2010-10-31 10:50:27.0000000",1702,5618,"2021-12-05 21:18:40.0000000"
187335,"2016-06-26 23:41:14.0000000",1703,5611,"2021-12-05 21:18:40.0000000"
187336,"2016-07-03 11:35:50.0000000",1703,5618,"2021-12-05 21:18:40.0000000"
187337,"2020-07-10 09:26:22.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187338,"2020-07-13 12:31:18.0000000",1712,5618,"2021-12-05 21:18:40.0000000"
187339,"2020-07-18 22:39:05.0000000",1712,5618,"2021-12-05 21:18:40.0000000"
187340,"2020-07-23 05:08:05.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187341,"2020-08-10 09:28:33.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187342,"2020-08-13 07:31:05.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187343,"2020-08-14 19:50:25.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187344,"2020-08-21 15:14:25.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187345,"2020-08-27 19:10:54.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187346,"2020-09-01 23:33:17.0000000",1712,5618,"2021-12-05 21:18:40.0000000"
187347,"2020-09-04 06:47:24.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187348,"2020-09-10 17:22:33.0000000",1712,5618,"2021-12-05 21:18:40.0000000"
187349,"2020-09-18 23:42:20.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187350,"2020-09-27 00:06:17.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187351,"2020-10-10 15:44:40.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187352,"2020-10-26 00:41:05.0000000",1712,5618,"2021-12-05 21:18:40.0000000"
187353,"2020-10-30 10:56:29.0000000",1712,5611,"2021-12-05 21:18:40.0000000"
187354,"2016-02-23 01:44:19.0000000",1713,5618,"2021-12-05 21:18:40.0000000"
187355,"2016-02-25 22:02:52.0000000",1713,5611,"2021-12-05 21:18:40.0000000"
187356,"2014-09-13 09:31:49.0000000",1808,5618,"2021-12-05 21:18:40.0000000"
187357,"2014-09-23 07:09:53.0000000",1808,5611,"2021-12-05 21:18:40.0000000"
187358,"2014-09-27 17:17:50.0000000",1808,5611,"2021-12-05 21:18:40.0000000"
187359,"2014-09-28 19:57:19.0000000",1808,5618,"2021-12-05 21:18:40.0000000"
187360,"2014-10-16 17:25:48.0000000",1808,5611,"2021-12-05 21:18:40.0000000"
187361,"2014-10-19 00:35:53.0000000",1808,5611,"2021-12-05 21:18:40.0000000"
187362,"2013-12-06 01:05:09.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187363,"2013-12-08 02:57:40.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187364,"2013-12-15 15:32:13.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187365,"2013-12-19 21:02:26.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187366,"2013-12-23 05:32:57.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187367,"2013-12-24 08:23:03.0000000",1815,5618,"2021-12-05 21:18:40.0000000"
187368,"2014-01-01 07:21:56.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187369,"2014-01-07 17:25:59.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187370,"2014-01-15 17:47:34.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187371,"2014-01-21 01:36:41.0000000",1815,5618,"2021-12-05 21:18:40.0000000"
187372,"2014-01-27 18:54:26.0000000",1815,5611,"2021-12-05 21:18:40.0000000"
187373,"2019-01-22 14:10:42.0000000",1782,5618,"2021-12-05 21:18:40.0000000"
187374,"2019-01-27 11:41:22.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187375,"2019-02-06 13:23:59.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187376,"2019-02-12 05:48:22.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187377,"2019-02-16 02:43:43.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187378,"2019-02-18 21:21:23.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187379,"2019-02-21 18:04:20.0000000",1782,5618,"2021-12-05 21:18:40.0000000"
187380,"2019-02-24 08:44:08.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187381,"2019-03-07 09:08:56.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187382,"2019-03-15 14:56:00.0000000",1782,5618,"2021-12-05 21:18:40.0000000"
187383,"2019-03-20 23:20:02.0000000",1782,5618,"2021-12-05 21:18:40.0000000"
187384,"2019-03-22 05:41:13.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187385,"2019-03-27 12:25:55.0000000",1782,5618,"2021-12-05 21:18:40.0000000"
187386,"2019-04-02 12:34:52.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187387,"2019-04-13 15:42:53.0000000",1782,5611,"2021-12-05 21:18:40.0000000"
187388,"2019-04-16 13:11:37.0000000",1782,5618,"2021-12-05 21:18:40.0000000"
187389,"2019-05-30 15:24:32.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187390,"2019-06-03 01:25:39.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187391,"2019-06-09 09:45:43.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187392,"2019-06-16 07:36:51.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187393,"2019-06-22 08:10:13.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187394,"2019-07-02 10:10:10.0000000",1788,5618,"2021-12-05 21:18:40.0000000"
187395,"2019-07-13 09:16:10.0000000",1788,5618,"2021-12-05 21:18:40.0000000"
187396,"2019-07-24 16:37:12.0000000",1788,5618,"2021-12-05 21:18:40.0000000"
187397,"2019-08-12 15:41:16.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187398,"2019-08-20 07:20:55.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187399,"2019-09-02 11:59:29.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187400,"2019-09-03 17:58:38.0000000",1788,5618,"2021-12-05 21:18:40.0000000"
187401,"2019-09-05 16:02:13.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187402,"2019-09-12 08:57:33.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187403,"2019-09-16 21:18:18.0000000",1788,5618,"2021-12-05 21:18:40.0000000"
187404,"2019-09-18 09:40:06.0000000",1788,5611,"2021-12-05 21:18:40.0000000"
187405,"2010-08-10 13:42:16.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187406,"2010-08-23 15:32:08.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187407,"2010-09-05 18:09:11.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187408,"2010-09-23 17:20:15.0000000",1791,5618,"2021-12-05 21:18:40.0000000"
187409,"2010-09-30 01:34:14.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187410,"2010-10-03 03:36:52.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187411,"2010-10-16 19:00:10.0000000",1791,5618,"2021-12-05 21:18:40.0000000"
187412,"2010-11-01 14:44:46.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187413,"2010-11-04 11:06:12.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187414,"2010-11-12 05:56:50.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187415,"2010-11-16 09:35:18.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187416,"2010-11-21 09:06:13.0000000",1791,5618,"2021-12-05 21:18:40.0000000"
187417,"2010-11-24 02:29:38.0000000",1791,5618,"2021-12-05 21:18:40.0000000"
187418,"2010-11-29 06:31:13.0000000",1791,5611,"2021-12-05 21:18:40.0000000"
187419,"2013-08-01 00:27:03.0000000",1792,5611,"2021-12-05 21:18:40.0000000"
187420,"2013-08-04 09:11:30.0000000",1792,5611,"2021-12-05 21:18:40.0000000"
187421,"2013-08-20 16:20:23.0000000",1792,5611,"2021-12-05 21:18:40.0000000"
187422,"2013-08-24 11:46:55.0000000",1792,5611,"2021-12-05 21:18:40.0000000"
187423,"2013-09-06 07:45:17.0000000",1792,5611,"2021-12-05 21:18:40.0000000"
187424,"2013-09-12 22:17:39.0000000",1792,5611,"2021-12-05 21:18:40.0000000"
187425,"2014-10-25 08:03:37.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187426,"2014-11-07 10:29:01.0000000",1794,5618,"2021-12-05 21:18:40.0000000"
187427,"2014-11-12 13:29:26.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187428,"2014-11-20 02:11:19.0000000",1794,5618,"2021-12-05 21:18:40.0000000"
187429,"2014-11-26 01:25:27.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187430,"2014-12-01 03:57:07.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187431,"2014-12-04 09:07:32.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187432,"2014-12-11 01:32:24.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187433,"2014-12-15 20:31:52.0000000",1794,5618,"2021-12-05 21:18:40.0000000"
187434,"2014-12-19 07:20:13.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187435,"2014-12-23 16:17:41.0000000",1794,5611,"2021-12-05 21:18:40.0000000"
187436,"2014-12-31 22:51:08.0000000",1794,5618,"2021-12-05 21:18:40.0000000"
187437,"2015-01-03 06:04:53.0000000",1794,5618,"2021-12-05 21:18:40.0000000"
187438,"2018-12-01 04:28:18.0000000",1797,5611,"2021-12-05 21:18:40.0000000"
187439,"2018-12-13 14:16:42.0000000",1797,5611,"2021-12-05 21:18:40.0000000"
187440,"2018-12-15 18:43:12.0000000",1797,5611,"2021-12-05 21:18:40.0000000"
187441,"2018-12-16 19:26:08.0000000",1797,5618,"2021-12-05 21:18:40.0000000"
187442,"2018-12-20 03:59:10.0000000",1797,5618,"2021-12-05 21:18:40.0000000"
187443,"2018-12-21 04:26:20.0000000",1797,5611,"2021-12-05 21:18:40.0000000"
187444,"2013-05-06 03:35:36.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187445,"2013-05-14 05:42:31.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187446,"2013-05-24 11:21:50.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187447,"2013-06-11 14:35:24.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187448,"2013-06-13 20:21:35.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187449,"2013-07-01 12:49:00.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187450,"2013-07-13 13:29:25.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187451,"2013-07-20 01:49:39.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187452,"2013-07-23 06:28:15.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187453,"2013-08-01 06:22:13.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187454,"2013-08-09 16:37:56.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187455,"2013-08-19 19:42:28.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187456,"2013-09-07 12:52:26.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187457,"2013-09-13 08:02:21.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187458,"2013-09-15 21:59:01.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187459,"2013-09-26 05:01:13.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187460,"2013-10-02 12:16:40.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187461,"2013-10-03 13:06:12.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187462,"2013-10-08 13:07:10.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187463,"2013-10-15 08:42:39.0000000",1771,5618,"2021-12-05 21:18:40.0000000"
187464,"2013-10-22 04:35:42.0000000",1771,5611,"2021-12-05 21:18:40.0000000"
187465,"2016-02-01 19:35:31.0000000",1775,5618,"2021-12-05 21:18:40.0000000"
187466,"2016-02-05 15:56:14.0000000",1775,5618,"2021-12-05 21:18:40.0000000"
187467,"2016-02-11 08:31:17.0000000",1775,5611,"2021-12-05 21:18:40.0000000"
187468,"2016-02-16 05:48:41.0000000",1775,5611,"2021-12-05 21:18:40.0000000"
187469,"2016-02-19 20:47:35.0000000",1775,5611,"2021-12-05 21:18:40.0000000"
187470,"2020-08-12 00:17:33.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187471,"2020-08-14 21:01:19.0000000",1777,5618,"2021-12-05 21:18:40.0000000"
187472,"2020-08-28 01:54:37.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187473,"2020-09-06 06:55:17.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187474,"2020-09-12 13:26:24.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187475,"2020-09-19 03:24:33.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187476,"2020-09-24 09:02:32.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187477,"2020-10-01 07:42:26.0000000",1777,5618,"2021-12-05 21:18:40.0000000"
187478,"2020-10-02 23:46:46.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187479,"2020-10-09 19:19:03.0000000",1777,5618,"2021-12-05 21:18:40.0000000"
187480,"2020-10-13 20:11:53.0000000",1777,5618,"2021-12-05 21:18:40.0000000"
187481,"2020-10-14 23:01:54.0000000",1777,5611,"2021-12-05 21:18:40.0000000"
187482,"2011-12-31 16:01:36.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187483,"2012-01-14 23:19:36.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187484,"2012-01-22 14:33:22.0000000",1779,5618,"2021-12-05 21:18:40.0000000"
187485,"2012-02-03 12:31:24.0000000",1779,5618,"2021-12-05 21:18:40.0000000"
187486,"2012-02-05 01:48:02.0000000",1779,5618,"2021-12-05 21:18:40.0000000"
187487,"2012-02-06 18:41:02.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187488,"2012-02-08 02:18:52.0000000",1779,5618,"2021-12-05 21:18:40.0000000"
187489,"2012-02-14 16:30:15.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187490,"2012-02-20 04:15:12.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187491,"2012-02-24 14:27:17.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187492,"2012-02-25 22:55:53.0000000",1779,5618,"2021-12-05 21:18:40.0000000"
187493,"2012-03-05 17:20:31.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187494,"2012-03-11 18:08:25.0000000",1779,5618,"2021-12-05 21:18:40.0000000"
187495,"2012-03-13 20:50:44.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187496,"2012-03-18 03:41:30.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187497,"2012-03-24 05:33:58.0000000",1779,5618,"2021-12-05 21:18:40.0000000"
187498,"2012-04-03 05:58:10.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187499,"2012-04-16 14:17:42.0000000",1779,5611,"2021-12-05 21:18:40.0000000"
187500,"2011-05-02 14:58:46.0000000",1780,5611,"2021-12-05 21:18:40.0000000"
187501,"2014-05-10 08:42:29.0000000",1781,5618,"2021-12-05 21:18:40.0000000"
187502,"2014-05-28 00:05:15.0000000",1781,5618,"2021-12-05 21:18:40.0000000"
187503,"2014-06-01 22:57:20.0000000",1781,5618,"2021-12-05 21:18:40.0000000"
187504,"2014-08-05 01:42:30.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187505,"2014-08-09 20:48:41.0000000",1757,5618,"2021-12-05 21:18:40.0000000"
187506,"2014-08-16 20:15:43.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187507,"2014-08-29 23:39:28.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187508,"2014-09-05 10:38:12.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187509,"2014-09-12 21:18:03.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187510,"2014-09-15 02:58:32.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187511,"2014-09-23 03:24:15.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187512,"2014-09-28 02:41:17.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187513,"2014-10-16 05:13:13.0000000",1757,5611,"2021-12-05 21:18:40.0000000"
187514,"2018-03-10 16:10:59.0000000",1760,5618,"2021-12-05 21:18:40.0000000"
187515,"2018-03-20 09:22:42.0000000",1760,5618,"2021-12-05 21:18:40.0000000"
187516,"2018-03-23 16:03:42.0000000",1760,5618,"2021-12-05 21:18:40.0000000"
187517,"2018-03-29 11:13:47.0000000",1760,5611,"2021-12-05 21:18:40.0000000"
187518,"2018-04-05 08:33:16.0000000",1760,5611,"2021-12-05 21:18:40.0000000"
187519,"2018-04-22 21:05:53.0000000",1760,5611,"2021-12-05 21:18:40.0000000"
187520,"2018-04-26 06:24:09.0000000",1760,5618,"2021-12-05 21:18:40.0000000"
187521,"2018-05-03 09:32:41.0000000",1760,5611,"2021-12-05 21:18:40.0000000"
187522,"2013-02-25 16:07:38.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187523,"2013-03-04 14:11:53.0000000",1761,5618,"2021-12-05 21:18:40.0000000"
187524,"2013-03-05 17:06:43.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187525,"2013-03-11 19:42:36.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187526,"2013-03-18 13:45:25.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187527,"2013-03-26 09:45:43.0000000",1761,5618,"2021-12-05 21:18:40.0000000"
187528,"2013-03-30 10:07:06.0000000",1761,5618,"2021-12-05 21:18:40.0000000"
187529,"2013-04-10 12:47:39.0000000",1761,5618,"2021-12-05 21:18:40.0000000"
187530,"2013-04-17 05:23:18.0000000",1761,5618,"2021-12-05 21:18:40.0000000"
187531,"2013-04-18 08:12:00.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187532,"2013-04-21 03:32:27.0000000",1761,5618,"2021-12-05 21:18:40.0000000"
187533,"2013-04-30 05:00:54.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187534,"2013-05-17 01:09:36.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187535,"2013-06-02 00:14:04.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187536,"2013-06-20 16:05:05.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187537,"2013-07-05 15:47:34.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187538,"2013-07-23 06:33:05.0000000",1761,5611,"2021-12-05 21:18:40.0000000"
187539,"2020-04-02 17:28:31.0000000",1766,5611,"2021-12-05 21:18:40.0000000"
187540,"2020-04-11 07:16:49.0000000",1766,5611,"2021-12-05 21:18:40.0000000"
187541,"2020-04-25 15:42:43.0000000",1766,5611,"2021-12-05 21:18:40.0000000"
187542,"2020-05-05 12:13:42.0000000",1766,5618,"2021-12-05 21:18:40.0000000"
187543,"2020-05-22 03:44:43.0000000",1766,5611,"2021-12-05 21:18:40.0000000"
187544,"2020-06-06 13:57:04.0000000",1766,5611,"2021-12-05 21:18:40.0000000"
187545,"2020-06-12 20:38:10.0000000",1766,5611,"2021-12-05 21:18:40.0000000"
187546,"2020-06-16 15:35:17.0000000",1766,5611,"2021-12-05 21:18:40.0000000"
